lineId,shortName,description,year,month,averageSpeedKmh,totalDistanceMeters,totalTimeSeconds,samples,status
322,A22,Brisas de los Áamos- Terminal Menga,2018,6,0.04,7808570.00,719051174.00,92637,OK
323,A23,Ciudadela Los Álamos-Terminal Menga,2018,6,0.02,3498278.00,706024107.00,55535,OK
324,A24,San Miguel - El Bosque - Estación Vipasa,2018,6,0.04,3685156.00,311025110.00,68838,OK
332,A32,Flora Industrial - Estación Chiminangos,2018,6,0.04,7182961.00,657460924.00,105828,OK
333,A33,Ciudadela Floralia,2018,6,0.05,16798982.00,1107288742.00,204239,OK
334,A34,Alcázares - Terminal Paso del Comercio,2018,6,0.04,4108636.00,412234193.00,57965,OK
336,A36,Guayacanes - Estación Chiminangos,2018,6,0.02,5984255.00,1204170195.00,110175,OK
347,A47,Pizamos - Terminal Andrés Sanín,2018,6,0.05,35717323.00,2402596052.00,597994,OK
352,A52,Hospital Isaias Duarte Cancino - Estación Nuevo La,2018,6,0.01,1371227.00,375340013.00,28319,OK
353,A53,Estación Amanecer - Los Lagos -Terminal Andrés San,2018,6,0.02,10545045.00,1634074943.00,143102,OK
355,A55,Compartir - Manuela Beltrán-Estación Nuevo Latír,2018,6,0.01,6299158.00,1666062700.00,122002,OK
357,A57,Villa Luz - Estación Nuevo Latír,2018,6,0.01,9594094.00,3543283289.00,152941,OK
370,A70,Mortiñal - Estación Tequendama,2018,6,0.05,6593600.00,474812562.00,94701,OK
371,A71,Los Chorros - Terminal Cañaveralejo,2018,6,0.05,16707322.00,1185546328.00,217870,OK
373,A73,Nápoles - Caldas - Terminal Cañaveralejo,2018,6,0.05,19859383.00,1343191258.00,256858,OK
375,A75,La Sirena-Terminal Cañaveralejo,2018,6,0.03,13293522.00,1521199738.00,207503,OK
376,A76,H.U.V - Terminal Cañaveralejo,2018,6,0.13,12260398.00,329660745.00,174423,OK
377,A77,Ciudad 2000 - Estación Refugio,2018,6,0.04,7152396.00,635866133.00,125732,OK
385,A85,Estación Santa Mónica - Terminal Andrés Sanín,2018,6,0.03,16670268.00,1722146679.00,231661,OK
421,E21,Terminal Menga - Estación Universidades,2018,6,1.23,141532225.00,412967331.00,1019460,OK
427,E27,Terminal Menga - Estación Capri,2018,6,0.66,55162343.00,299845926.00,452630,OK
431,E31,Terminal Paso del Comercio - Universidades,2018,6,1.59,57458128.00,129820491.00,349791,OK
437,E37,Terminal Paso del Comercio - Universidades,2018,6,0.81,59586179.00,263403359.00,448306,OK
441,E41,Terminal Andrés Sanín - Universidades,2018,6,1.10,80602821.00,263187513.00,582280,OK
452,E52,Estación Nuevo Latír - Terminal Calipso - Terminal,2018,6,0.61,14691294.00,87266670.00,122022,OK
547,TESTGT4,NA,2018,6,0.00,0.00,0.00,0,NO_DATA
551,R51,SUR RESERVA,2018,6,7.09,319212.00,162151.00,5765,OK
552,R52,MENGA RESERVA,2018,6,6.26,321588.00,184888.00,4964,OK
553,R53,RESERVA PASO DEL COMERCIO,2018,6,0.55,156386.00,1017042.00,2966,OK
554,R54,SANIN RESERVA,2018,6,5.06,136732.00,97294.00,2713,OK
555,R55,CALIPSO RESERVA,2018,6,8.65,112107.00,46640.00,1375,OK
557,R57,CAÑAVERALEJO RESERVA,2018,6,11.68,162134.00,49964.00,1620,OK
651,D51,Alimentadora Desvio Av. Ciudad de Cali,2018,6,0.02,3551991.00,517312703.00,63030,OK
661,TESTGT5,NA,2018,6,0.00,0.00,0.00,0,NO_DATA
722,U22,Prueba u22,2018,6,3.26,33304.00,36782.00,1267,OK
999,TESTGT6,NA,2018,6,0.00,0.00,0.00,0,NO_DATA
1472,T47B,Terminal Andrés Sanín - Estación Unidad Deportiva,2018,6,0.49,73133675.00,542216011.00,708009,OK
1571,T57A,Estación Nuevo Latír - Estación Unidad Deportiva,2018,6,0.54,75367264.00,502164418.00,796773,OK
2101,P10A,Estación Universidades - Centro,2018,6,0.53,44927326.00,303882518.00,592516,OK
2102,P10B,Estación Universidades-El Ingenio-Estación-Estació,2018,6,0.45,30988340.00,250450000.00,463827,OK
2104,P10D,Estación Universidades - Centro,2018,6,0.83,35516878.00,153459586.00,469138,OK
2121,P12A,Est. Universidades - Est Nuevo Latír - T. A Sanín,2018,6,0.27,88076530.00,1154804172.00,1159418,OK
2141,P14A,Estación Universidades - Terminal Andrés Sanín,2018,6,0.35,14912463.00,154240394.00,208993,OK
2211,P21A,Universidades - Centro - Av Las Américas,2018,6,0.39,49998224.00,459035353.00,609728,OK
2212,P21B,Terminal Menga - Estación Universidades,2018,6,0.31,82675348.00,963339774.00,956312,OK
2241,P24A,Terminal Menga- Terminal Andrés Sanín,2018,6,0.25,26277960.00,372994534.00,297611,OK
2242,P24B,C.A.M.  - Terminal Andrés Sanín,2018,6,0.29,43095244.00,530925038.00,619669,OK
2243,P24C,Terminal Menga-Terminal Andrés Sanín-Decepaz,2018,6,0.25,8370515.00,118291732.00,111009,OK
2273,P27C,Terminal Menga - Estación Universidades,2018,6,0.19,79879562.00,1506284830.00,1015480,OK
2274,P27D,Terminal Menga - Estación Capri,2018,6,0.29,61916390.00,774691024.00,795837,OK
2301,P30A,Estación Flora Industrial-Terminal Menga - Centro,2018,6,0.22,50091276.00,803417448.00,734866,OK
2401,P40A,Terminal Andrés Sanín - Centro,2018,6,0.23,22939383.00,358421410.00,351078,OK
2402,P40B,Terminal Andrés Sanín -Sena-Centro,2018,6,0.14,35151712.00,887418443.00,552836,OK
2471,P47A,Terminal Andrés Sanín - Estación Unidad Deportiva,2018,6,0.14,41628412.00,1042671213.00,773335,OK
2472,P47B,Terminal Andrés Sanín - Estación Unidad Deportiva,2018,6,0.21,37154828.00,633510844.00,563525,OK
2473,P47C,Terminal Andrés Sanín - Estación Capri,2018,6,0.14,49652425.00,1263801254.00,805612,OK
2521,P52A,Amanecer -Terminal Calipso - Av. de las Américas,2018,6,0.10,28379921.00,1059229980.00,401423,OK
2524,P52D,Ciudad Cordoba - Centro - Terminal,2018,6,0.34,58936649.00,628262294.00,827288,OK
2801,P80A,Terminal Calipso - Santa Elena - Centro,2018,6,0.10,10020704.00,374208561.00,142176,OK
2841,P84A,Terminal Calipso - Terminal Andres Sanin,2018,6,0.08,34692473.00,1508231808.00,554788,OK
2842,P84B,Terminal Andrés Sanín - Terminal Calipso,2018,6,0.36,28014150.00,280473074.00,367317,OK
3011,A01A,San Bosco - C.A.M - Centro,2018,6,0.45,8421188.00,67544396.00,111317,OK
3112,A11B,Universidad Libre - Universidades,2018,6,0.01,1144172.00,494067565.00,18252,OK
3121,A12A,Altos De La Luisa - Meléndez - Capri,2018,6,0.02,4312655.00,806116309.00,72492,OK
3122,A12B,Las Palmas - Estación Meléndez,2018,6,0.03,5865446.00,665809127.00,94002,OK
3123,A12C,Meléndez - Estación Capri,2018,6,0.81,7512629.00,33567537.00,90460,OK
3124,A12D,Altos De Santa Elena - Estación Meléndez,2018,6,0.02,4455100.00,857118514.00,66518,OK
3131,A13A,Caney - Estación Universidades,2018,6,0.09,17259968.00,697954697.00,231474,OK
3132,A13B,Vegas de Comfandi - Caney,2018,6,0.03,2934769.00,382450398.00,42264,OK
3133,A13C,Lili - Estación Universidades,2018,6,0.01,5370007.00,1363586107.00,62922,OK
3141,A14A,U.S.B - Estación Universidades,2018,6,1.19,20954921.00,63429984.00,220675,OK
3142,A14B,La Vorágine - Estación Universidades-,2018,6,0.45,5462154.00,43828229.00,54388,OK
3171,A17A,U.A.O - U. San Martín - Estación Universidades,2018,6,0.41,16100733.00,142365450.00,130892,OK
3172,A17B,Hormiguero - Estación Universidades,2018,6,0.18,14370761.00,287528820.00,130188,OK
3173,A17C,Comfenalco Lili - Estación  Universidades,2018,6,0.20,4969063.00,88731547.00,41514,OK
3191,A19A,Comfandi Pance - Estación Universidades,2018,6,0.19,17100570.00,331702648.00,167121,OK
3192,A19B,La Buitrera - Estación Buitrera,2018,6,0.05,8045632.00,538037627.00,83845,OK
