lineId,shortName,description,year,month,averageSpeedKmh,totalDistanceMeters,totalTimeSeconds,samples,status
304,A04,Bella Vista - Estación Manzana del saber,2018,7,0.01,12184204.00,5496527800.00,188312,OK
305,A05,Av. De Las Américas - C.A.M - La Portada,2018,7,0.02,13354931.00,1995202113.00,174372,OK
306,A06,Aguacatal - Estación San Bosco,2018,7,0.02,19277560.00,4286711091.00,321597,OK
311,A11,Icesi - P.U.J - Estación Universidades,2018,7,0.08,16338408.00,773060096.00,257253,OK
318,A18,Hacienda El Castillo - Estación Universidades,2018,7,0.09,23492865.00,981633035.00,157296,OK
321,A21,Ciudadela Floralia - Terminal Menga,2018,7,0.02,14592356.00,2850054290.00,210071,OK
322,A22,Brisas de los Áamos- Terminal Menga,2018,7,0.01,9178744.00,4252384699.00,110690,OK
323,A23,Ciudadela Los Álamos-Terminal Menga,2018,7,0.01,4413963.00,2934624643.00,69519,OK
324,A24,San Miguel - El Bosque - Estación Vipasa,2018,7,0.01,4286568.00,1090322587.00,81169,OK
332,A32,Flora Industrial - Estación Chiminangos,2018,7,0.01,8180206.00,3750641519.00,128162,OK
333,A33,Ciudadela Floralia,2018,7,0.01,18424519.00,5806703864.00,231061,OK
334,A34,Alcázares - Terminal Paso del Comercio,2018,7,0.01,5419870.00,1407391709.00,72582,OK
336,A36,Guayacanes - Estación Chiminangos,2018,7,0.01,7232117.00,3634360943.00,121595,OK
347,A47,Pizamos - Terminal Andrés Sanín,2018,7,0.02,37066745.00,8088183420.00,659205,OK
352,A52,Hospital Isaias Duarte Cancino - Estación Nuevo La,2018,7,0.00,1312309.00,1406240687.00,27960,OK
353,A53,Estación Amanecer - Los Lagos -Terminal Andrés San,2018,7,0.01,10123896.00,4075443777.00,147580,OK
355,A55,Compartir - Manuela Beltrán-Estación Nuevo Latír,2018,7,0.00,6143957.00,4858774409.00,133661,OK
357,A57,Villa Luz - Estación Nuevo Latír,2018,7,0.01,11025768.00,6694142992.00,199393,OK
370,A70,Mortiñal - Estación Tequendama,2018,7,0.02,7249373.00,1086882153.00,100834,OK
371,A71,Los Chorros - Terminal Cañaveralejo,2018,7,0.02,19281026.00,3850420510.00,266111,OK
373,A73,Nápoles - Caldas - Terminal Cañaveralejo,2018,7,0.02,22344918.00,4192121033.00,329240,OK
375,A75,La Sirena-Terminal Cañaveralejo,2018,7,0.01,15155544.00,6748035982.00,246591,OK
376,A76,H.U.V - Terminal Cañaveralejo,2018,7,0.02,11367946.00,1667654040.00,176986,OK
377,A77,Ciudad 2000 - Estación Refugio,2018,7,0.01,8691984.00,4105752113.00,158877,OK
385,A85,Estación Santa Mónica - Terminal Andrés Sanín,2018,7,0.01,19123729.00,6741920638.00,301817,OK
421,E21,Terminal Menga - Estación Universidades,2018,7,0.36,137159072.00,1390887499.00,1035227,OK
427,E27,Terminal Menga - Estación Capri,2018,7,0.20,51397735.00,948745174.00,445388,OK
431,E31,Terminal Paso del Comercio - Universidades,2018,7,0.43,53148698.00,446321522.00,340417,OK
437,E37,Terminal Paso del Comercio - Universidades,2018,7,0.35,56076536.00,576262740.00,432302,OK
441,E41,Terminal Andrés Sanín - Universidades,2018,7,0.33,78750108.00,870829249.00,604889,OK
452,E52,Estación Nuevo Latír - Terminal Calipso - Terminal,2018,7,0.31,12440731.00,146540702.00,107033,OK
547,TESTGT4,NA,2018,7,0.00,0.00,0.00,0,NO_DATA
551,R51,SUR RESERVA,2018,7,6.74,370205.00,197664.00,6858,OK
552,R52,MENGA RESERVA,2018,7,0.14,365746.00,9749735.00,5337,OK
553,R53,RESERVA PASO DEL COMERCIO,2018,7,0.21,171682.00,2911684.00,2623,OK
554,R54,SANIN RESERVA,2018,7,3.23,134006.00,149153.00,4168,OK
555,R55,CALIPSO RESERVA,2018,7,0.06,71932.00,4169651.00,842,OK
